price,area,status,bhk,bathroom,age,location,log_price
39.73,1032,Under Construction,3,2.0,0.0,Thirumullaivoyal,3.706964921660321
33.3,865,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.535145354171894
36.53,949,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.6251406131469297
33.88,880,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.551913599040779
48.39,1042,Under Construction,3,2.0,0.0,Pammal,3.8997479745525334
49.83,1074,Under Construction,3,2.0,0.0,Pammal,3.928486731458811
42.81,918,Under Construction,2,2.0,0.0,Pammal,3.779862101825807
46.54,1001,Under Construction,3,2.0,0.0,Pammal,3.861571461932048
42.67,917,Under Construction,2,2.0,0.0,Pammal,3.7766613674974696
46.72,1005,Under Construction,3,2.0,0.0,Pammal,3.8653505972297153
43.21,927,Under Construction,2,2.0,0.0,Pammal,3.788951007838152
46.99,1011,Under Construction,3,2.0,0.0,Pammal,3.8709926558701544
49.42,1065,Under Construction,3,2.0,0.0,Pammal,3.9203879217597737
42.67,915,Under Construction,2,2.0,0.0,Pammal,3.7766613674974696
29.55,788,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4193646856176043
33.11,883,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5295905964305545
33.11,883,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5295905964305545
29.66,791,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.422958873443668
29.66,791,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.422958873443668
29.21,779,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4081729953985804
29.21,779,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4081729953985804
34.53,921,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5703774100329357
34.53,921,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5703774100329357
31.72,846,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.487986511734546
31.72,846,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.487986511734546
30.15,804,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4388142452334622
30.15,804,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4388142452334622
30.15,804,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4388142452334622
30.03,801,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.434954478460289
30.15,804,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4388142452334622
30.03,801,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.434954478460289
30.3,808,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4436180975461075
30.3,808,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4436180975461075
34.68,925,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5745903077118086
34.68,925,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.5745903077118086
31.46,839,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.480008562086445
28.98,773,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4005304926744517
31.46,839,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.480008562086445
28.98,773,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4005304926744517
30.97,826,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4647979630717503
30.97,826,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4647979630717503
31.16,831,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4707234443107655
31.16,831,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4707234443107655
29.55,788,Under Construction,2,2.0,0.0,Thirumullaivoyal,3.4193646856176043
265.0,1450,Under Construction,3,2.0,0.0,Anna Nagar,5.583496308781699
79.54,1473,Ready to move,3,2.0,1.0,Poonamallee,4.388753955423308
54.1,1002,Ready to move,2,2.0,1.0,Poonamallee,4.009149716158869
76.57,1418,Ready to move,3,2.0,1.0,Poonamallee,4.3511807545027805
90.46,1508,Ready to move,3,2.0,4.0,Kolapakkam,4.515901718229909
104.0,1745,Ready to move,3,2.0,4.0,Kolapakkam,4.653960350157523
104.0,1745,Ready to move,3,2.0,4.0,Kolapakkam,4.653960350157523
131.0,2185,Ready to move,4,2.0,4.0,Kolapakkam,4.882801922586371
92.98,1550,Ready to move,3,2.0,4.0,Kolapakkam,4.54308199367467
91.18,1520,Ready to move,2,2.0,4.0,Kolapakkam,4.523743187292363
181.0,3024,Ready to move,5,2.0,4.0,Kolapakkam,5.204006687076795
181.0,3024,Ready to move,5,2.0,4.0,Kolapakkam,5.204006687076795
97.0,1617,Ready to move,2,2.0,4.0,Kolapakkam,4.584967478670572
97.0,1617,Ready to move,2,2.0,4.0,Kolapakkam,4.584967478670572
80.26,1338,Ready to move,2,2.0,4.0,Kolapakkam,4.397653890559581
80.26,1338,Ready to move,2,2.0,4.0,Kolapakkam,4.397653890559581
79.54,1473,Ready to move,3,2.0,1.0,Poonamallee,4.388753955423308
54.1,1002,Ready to move,2,2.0,1.0,Poonamallee,4.009149716158869
76.57,1418,Ready to move,3,2.0,1.0,Poonamallee,4.3511807545027805
52.43,971,Ready to move,2,2.0,1.0,Poonamallee,3.97837238596968
76.68,1420,Ready to move,3,3.0,1.0,Poonamallee,4.35259782398307
53.89,998,Ready to move,2,2.0,1.0,Poonamallee,4.005331182561798
53.83,997,Ready to move,2,2.0,1.0,Poonamallee,4.004237489415957
88.23,1634,Ready to move,3,3.0,1.0,Poonamallee,4.49121730591206
91.18,1520,Ready to move,2,2.0,4.0,Kolapakkam,4.523743187292363
181.0,3024,Ready to move,5,2.0,4.0,Kolapakkam,5.204006687076795
181.0,3024,Ready to move,5,2.0,4.0,Kolapakkam,5.204006687076795
97.0,1617,Ready to move,2,2.0,4.0,Kolapakkam,4.584967478670572
97.0,1617,Ready to move,2,2.0,4.0,Kolapakkam,4.584967478670572
80.26,1338,Ready to move,2,2.0,4.0,Kolapakkam,4.397653890559581
80.26,1338,Ready to move,2,2.0,4.0,Kolapakkam,4.397653890559581
53.83,997,Ready to move,2,2.0,1.0,Poonamallee,4.004237489415957
266.0,1540,Under Construction,3,2.0,0.0,Anna Nagar,5.58724865840025
275.0,1520,Under Construction,3,2.0,0.0,Anna Nagar,5.62040086571715
275.0,1525,Under Construction,3,2.0,0.0,Anna Nagar,5.62040086571715
242.0,1400,Under Construction,3,2.0,0.0,others,5.493061443340548
264.0,1500,Under Construction,3,3.0,0.0,Anna Nagar,5.579729825986222
276.0,1450,Under Construction,3,2.0,0.0,others,5.6240175061873385
225.0,1240,Under Construction,2,2.0,0.0,Anna Nagar,5.420534999272286
220.0,1215,Under Construction,2,2.0,0.0,Anna Nagar,5.3981627015177525
250.0,1375,Ready to move,3,3.0,0.0,Anna Nagar,5.5254529391317835
411.0,2230,Under Construction,4,4.0,0.0,Adyar,6.021023349349527
295.0,1520,Under Construction,3,2.0,0.0,T Nagar,5.69035945432406
63.1,1242,Under Construction,2,2.0,0.0,Sholinganallur,4.160444363926624
130.0,1166,Ready to move,2,2.0,5.0,Sholinganallur,4.875197323201151
191.0,2474,Ready to move,4,2.0,6.0,Iyappanthangal,5.2574953720277815
176.0,2277,Ready to move,4,2.0,6.0,Iyappanthangal,5.176149732573829
130.0,1800,Ready to move,3,2.0,6.0,Iyappanthangal,4.875197323201151
195.0,2533,Ready to move,4,2.0,6.0,Iyappanthangal,5.278114659230517
139.0,1938,Ready to move,3,2.0,6.0,Iyappanthangal,4.941642422609304
202.0,2621,Ready to move,4,2.0,6.0,Iyappanthangal,5.313205979041787
143.0,1990,Ready to move,3,2.0,6.0,Iyappanthangal,4.969813299576001
131.0,1825,Ready to move,3,2.0,6.0,Iyappanthangal,4.882801922586371
63.1,1242,Under Construction,2,2.0,0.0,Sholinganallur,4.160444363926624
33.71,604,Under Construction,1,2.0,0.0,Sholinganallur,3.547027829873695
33.66,603,Under Construction,1,2.0,0.0,Sholinganallur,3.54558628428746
63.51,1250,Under Construction,2,2.0,0.0,Sholinganallur,4.16682025054415
63.3,1246,Under Construction,2,2.0,0.0,Sholinganallur,4.163559631243574
33.77,605,Under Construction,1,1.0,0.0,Sholinganallur,3.5487549460197703
33.44,599,Under Construction,1,1.0,0.0,Sholinganallur,3.53921867955953
33.6,602,Under Construction,1,1.0,0.0,Sholinganallur,3.543853682063679
88.75,1761,Under Construction,3,2.0,0.0,Sholinganallur,4.497028027368389
62.85,1237,Under Construction,2,2.0,0.0,Sholinganallur,4.156536582478548
94.19,1869,Under Construction,3,2.0,0.0,Sholinganallur,4.555874894263214
77.54,1468,Under Construction,2,2.0,0.0,Sholinganallur,4.363608049149864
70.2,1329,Under Construction,2,2.0,0.0,Sholinganallur,4.26549281841793
87.79,1742,Under Construction,3,2.0,0.0,Sholinganallur,4.4862740310442355
68.64,1351,Under Construction,2,2.0,0.0,Sholinganallur,4.243339114899988
88.04,1747,Under Construction,3,2.0,0.0,Sholinganallur,4.489085706967289
93.49,1855,Under Construction,3,2.0,0.0,Sholinganallur,4.548494008794535
80.23,1592,Under Construction,3,3.0,0.0,Sholinganallur,4.397284637062863
92.43,1834,Under Construction,3,2.0,0.0,Sholinganallur,4.537212492804865
86.08,1708,Under Construction,3,2.0,0.0,Sholinganallur,4.466827236366346
79.38,1575,Under Construction,3,2.0,0.0,Sholinganallur,4.386765389021055
91.87,1823,Under Construction,3,2.0,0.0,Sholinganallur,4.531200665787917
85.12,1689,Under Construction,3,2.0,0.0,Sholinganallur,4.4557416724961625
90.77,1801,Under Construction,3,2.0,0.0,Sholinganallur,4.519285446830922
65.28,1285,Under Construction,2,2.0,0.0,Sholinganallur,4.193888192558362
63.96,1259,Under Construction,2,2.0,0.0,Sholinganallur,4.173771695853422
64.52,1270,Under Construction,2,2.0,0.0,Sholinganallur,4.182355439544814
64.47,1269,Under Construction,2,2.0,0.0,Sholinganallur,4.181592022453
90.31,1792,Under Construction,3,2.0,0.0,Sholinganallur,4.514260310628249
83.66,1660,Under Construction,3,2.0,0.0,Sholinganallur,4.438643235092778
40.0,1047,Ready to move,2,2.0,4.0,others,3.713572066704308
42.43,943,Ready to move,2,2.0,4.0,Gerugambakkam,3.7711504465467307
46.0,900,Ready to move,2,2.0,0.0,others,3.8501476017100584
65.0,1600,Under Construction,3,2.0,0.0,Kolathur,4.189654742026425
135.0,1415,Ready to move,3,3.0,0.0,others,4.912654885736052
220.0,1500,Ready to move,3,2.0,11.0,Anna Nagar,5.3981627015177525
48.0,1300,Ready to move,2,2.0,0.0,Madhavaram,3.8918202981106265
370.0,3600,Ready to move,3,3.0,0.0,others,5.916202062607435
72.0,1400,Ready to move,3,2.0,7.0,others,4.290459441148391
74.0,1100,Under Construction,3,3.0,0.0,Nanmangalam,4.31748811353631
45.0,909,Ready to move,2,2.0,3.0,Perumbakkam,3.828641396489095
54.0,893,Ready to move,2,2.0,0.0,Kolathur,4.007333185232471
140.0,1270,Ready to move,3,2.0,13.0,others,4.948759890378168
72.0,1218,Under Construction,3,3.0,0.0,Sembakkam,4.290459441148391
65.0,919,Ready to move,2,2.0,0.0,Madipakkam,4.189654742026425
27.0,756,Ready to move,2,2.0,0.0,others,3.332204510175204
52.5,550,Ready to move,1,1.0,0.0,others,3.979681653901961
63.0,1000,Ready to move,2,2.0,0.0,Kovur,4.1588830833596715
54.0,1200,Ready to move,2,2.0,0.0,Medavakkam,4.007333185232471
163.0,1154,Ready to move,2,2.0,0.0,others,5.099866427824199
26.0,540,Ready to move,1,1.0,0.0,others,3.295836866004329
60.0,1066,Ready to move,2,2.0,0.0,Velachery,4.110873864173311
210.0,1381,Under Construction,3,3.0,0.0,Adyar,5.351858133476067
100.0,1735,Ready to move,3,3.0,7.0,Guduvancheri,4.61512051684126
30.5,770,Ready to move,2,2.0,0.0,Pammal,3.449987545831587
36.0,827,Ready to move,2,2.0,0.0,others,3.6109179126442243
82.0,1900,Ready to move,3,3.0,0.0,Kolapakkam,4.418840607796598
210.0,2500,Ready to move,3,2.0,0.0,Sembakkam,5.351858133476067
55.0,1050,Ready to move,1,2.0,9.0,Koyambedu,4.02535169073515
75.0,850,Under Construction,2,2.0,0.0,others,4.330733340286331
165.0,2280,Ready to move,4,3.0,5.0,Iyyappanthangal,5.111987788356544
110.0,2740,Ready to move,4,2.0,0.0,others,4.709530201312334
182.0,2640,Ready to move,4,4.0,0.0,others,5.209486152841421
160.0,2700,Ready to move,4,3.0,0.0,Kolathur,5.081404364984463
220.0,1438,Ready to move,3,2.0,3.0,others,5.3981627015177525
53.0,850,Under Construction,2,2.0,0.0,others,3.9889840465642745
53.0,850,Under Construction,2,2.0,0.0,others,3.9889840465642745
50.0,905,Ready to move,2,2.0,6.0,others,3.9318256327243257
325.0,1950,Ready to move,4,3.0,0.0,T Nagar,5.786897381366708
35.0,900,Ready to move,2,2.0,0.0,Thirumullaivoyal,3.58351893845611
28.0,502,Ready to move,1,1.0,9.0,Perungalathur,3.367295829986474
69.0,1071,Ready to move,2,2.0,1.0,others,4.248495242049359
68.49,1343,Ready to move,3,4.0,2.0,others,4.241182857326236
77.0,1560,Ready to move,2,2.0,0.0,Navallur,4.356708826689592
32.0,612,Ready to move,2,2.0,3.0,Veppampattu,3.4965075614664802
75.0,1456,Ready to move,3,3.0,0.0,Porur,4.330733340286331
230.0,2590,Ready to move,4,4.0,0.0,Kundrathur,5.442417710521793
41.0,600,Under Construction,2,2.0,0.0,others,3.7376696182833684
45.0,1176,Under Construction,2,2.0,0.0,Guduvancheri,3.828641396489095
60.21,782,Under Construction,1,1.0,0.0,others,4.114310574862978
49.5,1000,Under Construction,2,2.0,0.0,Medavakkam,3.9219733362813143
25.0,605,Ready to move,1,1.0,4.0,Thaiyur,3.258096538021482
41.78,1045,Under Construction,2,2.0,0.0,Perumbakkam,3.7560707036542595
62.98,1575,Under Construction,3,2.0,0.0,Perumbakkam,4.158570534521372
63.18,1580,Under Construction,3,2.0,0.0,Perumbakkam,4.161691635681711
42.18,1055,Under Construction,2,2.0,0.0,Perumbakkam,3.7653774250866614
64.38,1610,Under Construction,3,2.0,0.0,Perumbakkam,4.1802164012960645
60.58,1515,Under Construction,3,2.0,0.0,Perumbakkam,4.120337142496354
42.18,1055,Under Construction,2,2.0,0.0,Sholinganallur,3.7653774250866614
60.78,1520,Under Construction,3,2.0,0.0,Perumbakkam,4.123579687490436
60.58,1515,Under Construction,3,2.0,0.0,Sholinganallur,4.120337142496354
54.98,1375,Under Construction,2,2.0,0.0,Perumbakkam,4.0249944840873075
41.02,1026,Under Construction,2,2.0,0.0,Sholinganallur,3.7381456954168546
40.58,1015,Under Construction,2,2.0,0.0,Perumbakkam,3.727619282429867
53.58,1340,Under Construction,2,2.0,0.0,Sholinganallur,3.9996675152801924
53.58,1340,Under Construction,2,2.0,0.0,Perumbakkam,3.9996675152801924
45.0,670,Ready to move,2,2.0,0.0,others,3.828641396489095
19.59,540,Ready to move,1,2.0,3.0,Veppampattu,3.0248055210396982
27.0,600,Under Construction,2,4.0,0.0,Siruseri,3.332204510175204
37.0,793,Under Construction,2,2.0,0.0,others,3.6375861597263857
65.0,1047,Ready to move,2,2.0,4.0,Perungalathur,4.189654742026425
165.0,3000,Ready to move,6,4.0,0.0,Madipakkam,5.111987788356544
59.6,450,Ready to move,1,1.0,0.0,T Nagar,4.104294893075269
38.0,825,Ready to move,2,2.0,0.0,Ambattur,3.6635616461296463
15.0,540,Ready to move,2,1.0,0.0,others,2.772588722239781
35.0,840,Ready to move,2,2.0,5.0,Kelambakkam,3.58351893845611
35.0,850,Ready to move,3,3.0,0.0,others,3.58351893845611
40.0,655,Ready to move,2,2.0,0.0,others,3.713572066704308
48.5,1100,Ready to move,2,2.0,0.0,Guduvancheri,3.901972669574645
90.0,3408,Ready to move,5,5.0,0.0,others,4.51085950651685
100.0,1400,Ready to move,3,3.0,3.0,others,4.61512051684126
90.0,3408,Ready to move,5,5.0,0.0,others,4.51085950651685
65.0,1273,Under Construction,3,3.0,0.0,others,4.189654742026425
29.0,506,Ready to move,2,1.0,0.0,Mogappair,3.4011973816621555
28.5,736,Ready to move,2,2.0,4.0,Pozhichalur,3.3843902633457743
26.0,850,Ready to move,2,2.0,3.0,Veppampattu,3.295836866004329
45.0,950,Under Construction,2,2.0,0.0,Gerugambakkam,3.828641396489095
15.0,450,Ready to move,1,1.0,0.0,others,2.772588722239781
46.0,820,Under Construction,2,2.0,0.0,Guduvancheri,3.8501476017100584
30.0,960,Ready to move,2,2.0,3.0,Veppampattu,3.4339872044851463
98.0,1253,Ready to move,3,2.0,0.0,others,4.59511985013459
83.0,997,Ready to move,2,2.0,0.0,others,4.430816798843313
38.0,510,Ready to move,1,1.0,0.0,West Mambalam,3.6635616461296463
135.0,1950,Ready to move,3,3.0,0.0,others,4.912654885736052
72.0,1957,Ready to move,3,3.0,6.0,others,4.290459441148391
40.0,1000,Under Construction,2,2.0,0.0,Kolathur,3.713572066704308
160.0,2300,Ready to move,4,4.0,0.0,others,5.081404364984463
137.0,1485,Ready to move,3,3.0,0.0,Perungudi,4.927253685157205
59.0,1430,Ready to move,3,2.0,0.0,Sithalapakkam,4.0943445622221
65.0,900,Ready to move,2,2.0,0.0,others,4.189654742026425
65.0,900,Ready to move,2,2.0,0.0,others,4.189654742026425
120.0,2400,Ready to move,5,4.0,0.0,others,4.795790545596741
45.0,917,Ready to move,2,2.0,0.0,others,3.828641396489095
40.0,680,Ready to move,2,1.0,12.0,others,3.713572066704308
30.0,950,Under Construction,2,2.0,0.0,Veppampattu,3.4339872044851463
19.5,600,Under Construction,1,1.0,0.0,others,3.0204248861443626
45.0,580,Ready to move,1,1.0,4.0,Siruseri,3.828641396489095
45.0,840,Ready to move,2,2.0,7.0,others,3.828641396489095
145.0,1125,Ready to move,3,2.0,0.0,others,4.983606621708336
40.7,760,Under Construction,2,2.0,0.0,others,3.730501128804756
46.06,940,Ready to move,2,2.0,5.0,Iyyappanthangal,3.8514233832992164
50.22,1025,Ready to move,2,2.0,5.0,Iyyappanthangal,3.9361300807713793
43.61,890,Ready to move,2,2.0,5.0,Iyyappanthangal,3.797958049140173
39.93,815,Ready to move,2,2.0,5.0,Iyyappanthangal,3.7118632905043114
50.47,1030,Ready to move,2,2.0,5.0,Iyyappanthangal,3.940999113664663
50.47,1030,Ready to move,2,2.0,5.0,Iyyappanthangal,3.940999113664663
42.23,862,Ready to move,2,2.0,5.0,Iyyappanthangal,3.7665346986795405
250.0,1942,Ready to move,3,3.0,4.0,others,5.5254529391317835
47.02,825,Ready to move,2,2.0,3.0,others,3.8716175907931074
47.02,825,Ready to move,2,2.0,0.0,others,3.8716175907931074
37.0,730,Ready to move,2,2.0,4.0,Gerugambakkam,3.6375861597263857
55.99,1015,Ready to move,2,2.0,4.0,Gerugambakkam,4.0428758138469085
54.75,1020,Ready to move,2,2.0,0.0,Kovur,4.020877410340228
39.15,1050,Ready to move,2,2.0,4.0,Gerugambakkam,3.6926224403927708
58.58,1100,Ready to move,2,3.0,4.0,Gerugambakkam,4.0873199472851365
54.22,1015,Ready to move,2,2.0,4.0,Gerugambakkam,4.011325206502009
44.19,878,Ready to move,2,2.0,4.0,Gerugambakkam,3.810875823423188
39.73,790,Ready to move,2,2.0,4.0,Gerugambakkam,3.706964921660321
38.58,819,Ready to move,2,2.0,0.0,Kovur,3.6783239401744194
38.23,815,Ready to move,2,2.0,0.0,Kovur,3.6694417602214613
41.0,874,Ready to move,2,3.0,0.0,Kovur,3.7376696182833684
38.53,799,Ready to move,2,2.0,0.0,Kovur,3.677059877308594
24.0,1010,Under Construction,2,2.0,0.0,Veppampattu,3.2188758248682006
265.0,1650,Ready to move,3,3.0,0.0,others,5.583496308781699
47.02,825,Ready to move,2,2.0,0.0,others,3.8716175907931074
47.02,825,Ready to move,2,2.0,0.0,others,3.8716175907931074
79.8,1400,Ready to move,3,3.0,3.0,others,4.39197696552705
56.0,1258,Ready to move,2,2.0,0.0,Sholinganallur,4.04305126783455
50.22,1025,Ready to move,3,3.0,0.0,Kolapakkam,3.9361300807713793
390.0,4000,Ready to move,4,4.0,0.0,others,5.968707559985366
50.22,1025,Ready to move,3,3.0,0.0,Kolapakkam,3.9361300807713793
40.42,825,Ready to move,2,2.0,0.0,Kolapakkam,3.723763855967438
54.0,1000,Ready to move,2,3.0,0.0,Kovur,4.007333185232471
110.0,974,Ready to move,2,2.0,0.0,others,4.709530201312334
42.14,860,Ready to move,2,2.0,0.0,Kolapakkam,3.76445064096101
200.0,1844,Ready to move,3,3.0,16.0,Velachery,5.303304908059076
59.0,1096,Ready to move,3,2.0,9.0,others,4.0943445622221
41.7,760,Under Construction,2,2.0,0.0,others,3.754198920234579
40.75,750,Under Construction,2,2.0,0.0,others,3.7316994512968646
168.0,994,Under Construction,2,2.0,0.0,Royapettah,5.1298987149230735
43.0,891,Ready to move,2,2.0,0.0,others,3.784189633918261
48.99,800,Under Construction,2,2.0,0.0,Kelambakkam,3.911822985425479
49.0,800,Under Construction,2,2.0,0.0,Kelambakkam,3.912023005428146
375.0,2200,Ready to move,4,4.0,0.0,others,5.929589143389895
168.0,994,Ready to move,2,2.0,0.0,Royapettah,5.1298987149230735
44.5,918,Ready to move,3,2.0,0.0,Padur,3.817712325956905
27.6,600,Under Construction,2,2.0,0.0,Semmancheri,3.353406717825807
27.6,600,Under Construction,2,2.0,0.0,Semmancheri,3.353406717825807
31.6,750,Under Construction,2,2.0,0.0,others,3.484312288372662
34.0,700,Under Construction,2,2.0,0.0,Semmancheri,3.5553480614894135
550.0,4000,Ready to move,4,3.0,0.0,T Nagar,6.311734809152915
190.0,1550,Ready to move,3,3.0,0.0,Anna Nagar,5.25227342804663
550.0,4600,Ready to move,5,4.0,0.0,Anna Nagar,6.311734809152915
85.09,1340,Under Construction,3,2.0,0.0,East Tambaram,4.455393260669863
63.62,1002,Under Construction,2,2.0,0.0,East Tambaram,4.168523960396352
63.56,1001,Under Construction,2,2.0,0.0,East Tambaram,4.1675950239616935
68.13,1073,Under Construction,2,2.0,0.0,East Tambaram,4.235988789957173
62.35,982,Under Construction,2,2.0,0.0,East Tambaram,4.148674906767148
61.27,965,Under Construction,2,2.0,0.0,East Tambaram,4.13147976888436
93.21,1468,Under Construction,3,2.0,0.0,East Tambaram,4.545526333060576
84.77,1335,Under Construction,3,2.0,0.0,East Tambaram,4.45166929500233
90.99,1433,Under Construction,3,2.0,0.0,East Tambaram,4.521679875489066
55.0,1000,Ready to move,2,2.0,0.0,others,4.02535169073515
362.0,2133,Under Construction,2,2.0,0.0,T Nagar,5.8944028342648505
35.0,620,Ready to move,1,1.0,3.0,others,3.58351893845611
350.0,4361,Ready to move,4,4.0,0.0,others,5.860786223465865
44.5,918,Ready to move,3,2.0,0.0,Padur,3.817712325956905
38.5,800,Ready to move,2,2.0,6.0,others,3.676300671907076
420.0,1975,Ready to move,3,3.0,6.0,others,6.042632833682381
40.08,835,Ready to move,2,2.0,2.0,Pozhichalur,3.7155213850603572
40.22,838,Ready to move,2,2.0,2.0,Pozhichalur,3.718923575462313
32.3,673,Ready to move,2,2.0,2.0,Pozhichalur,3.505557396986398
427.0,3700,Under Construction,4,4.0,0.0,others,6.059123195581797
99.0,1500,Under Construction,3,3.0,0.0,Iyyappanthangal,4.605170185988092
55.0,1000,Ready to move,2,3.0,0.0,Kovur,4.02535169073515
37.8,790,Ready to move,2,2.0,4.0,Gerugambakkam,3.6584202466292277
44.0,938,Ready to move,2,2.0,0.0,Kovur,3.8066624897703196
39.88,1040,Under Construction,3,2.0,0.0,Siruseri,3.7106409458954492
185.0,1490,Ready to move,3,3.0,0.0,others,5.225746673713202
130.0,1330,Ready to move,2,3.0,0.0,others,4.875197323201151
492.0,2889,Ready to move,3,3.0,0.0,others,6.20050917404269
58.0,1318,Ready to move,3,3.0,0.0,others,4.07753744390572
236.0,1657,Ready to move,3,3.0,7.0,others,5.4680601411351315
147.0,1550,Ready to move,3,3.0,0.0,others,4.997212273764115
150.0,1350,Ready to move,3,3.0,0.0,others,5.017279836814924
115.0,1150,Ready to move,2,2.0,0.0,others,4.7535901911063645
230.0,1440,Ready to move,3,3.0,0.0,Royapettah,5.442417710521793
110.0,1310,Ready to move,2,2.0,0.0,others,4.709530201312334
125.0,1765,Under Construction,3,3.0,0.0,Navallur,4.836281906951478
299.0,2000,Under Construction,3,3.0,0.0,Guindy,5.703782474656201
96.0,1900,Under Construction,3,3.0,0.0,Perungalathur,4.574710978503383
87.8,1541,Under Construction,3,3.0,0.0,Pallavaram,4.486386649998124
79.8,1400,Under Construction,3,3.0,0.0,Pallavaram,4.39197696552705
44.16,803,Ready to move,2,2.0,2.0,Pammal,3.810211739281461
41.58,756,Ready to move,1,2.0,2.0,Pammal,3.7513846594653333
32.01,582,Ready to move,1,2.0,2.0,Pammal,3.4968105458651015
73.0,1737,Ready to move,3,3.0,7.0,Kelambakkam,4.30406509320417
18.49,520,Ready to move,1,2.0,3.0,Veppampattu,2.9699015135194693
24.09,502,Under Construction,1,2.0,0.0,Pozhichalur,3.222469360378331
33.93,707,Under Construction,2,2.0,0.0,Pozhichalur,3.5533460588187404
22.84,476,Under Construction,1,2.0,0.0,Pozhichalur,3.171364842197149
35.85,747,Under Construction,2,2.0,0.0,Pozhichalur,3.6068556186353455
23.13,503,Under Construction,1,2.0,0.0,others,3.1834558796369405
41.63,905,Under Construction,3,2.0,0.0,others,3.752558230777119
32.75,712,Under Construction,2,2.0,0.0,others,3.518980417318539
32.2,700,Under Construction,2,2.0,0.0,others,3.502549875922443
20.56,447,Under Construction,1,2.0,0.0,others,3.070839746040796
57.0,1075,Ready to move,2,2.0,6.0,others,4.060443010546419
54.0,950,Under Construction,2,2.0,0.0,Gerugambakkam,4.007333185232471
385.0,2336,Ready to move,3,3.0,6.0,Royapettah,5.955837369464831
225.0,1950,Ready to move,3,3.0,0.0,others,5.420534999272286
393.0,2133,Under Construction,3,3.0,0.0,T Nagar,5.976350909297934
240.0,2028,Ready to move,3,3.0,7.0,others,5.484796933490655
277.0,2350,Ready to move,3,3.0,7.0,others,5.627621113690637
55.21,986,Ready to move,2,2.0,0.0,Kolathur,4.029094677013983
55.21,986,Ready to move,2,2.0,0.0,Kolathur,4.029094677013983
36.42,710,Ready to move,1,2.0,0.0,Kovur,3.6222053208459437
35.26,619,Ready to move,1,1.0,0.0,Kovur,3.590715205326705
35.52,629,Ready to move,1,2.0,0.0,Kovur,3.597860055726768
72.0,1517,Ready to move,3,3.0,6.0,others,4.290459441148391
55.0,1020,Ready to move,2,2.0,0.0,Kovur,4.02535169073515
28.0,650,Under Construction,2,2.0,0.0,others,3.367295829986474
79.0,1440,Under Construction,3,3.0,0.0,Ambattur,4.382026634673881
110.0,2009,Under Construction,3,3.0,0.0,others,4.709530201312334
44.0,1012,Ready to move,2,2.0,4.0,others,3.8066624897703196
82.0,1750,Ready to move,3,3.0,0.0,Kolapakkam,4.418840607796598
70.0,1499,Ready to move,3,3.0,11.0,Mogappair,4.2626798770413155
165.0,1500,Ready to move,3,3.0,4.0,others,5.111987788356544
36.0,900,Under Construction,2,3.0,0.0,Veppampattu,3.6109179126442243
24.0,1100,Under Construction,2,2.0,0.0,Veppampattu,3.2188758248682006
26.0,720,Ready to move,2,2.0,3.0,Veppampattu,3.295836866004329
34.0,1150,Under Construction,2,2.0,0.0,others,3.5553480614894135
26.0,720,Ready to move,2,2.0,3.0,Veppampattu,3.295836866004329
26.0,720,Ready to move,2,2.0,3.0,Veppampattu,3.295836866004329
36.0,835,Under Construction,2,2.0,0.0,Veppampattu,3.6109179126442243
50.49,1020,Under Construction,3,2.0,0.0,Pozhichalur,3.94138761405805
29.7,600,Under Construction,1,2.0,0.0,Pozhichalur,3.4242626545931514
40.34,815,Under Construction,2,2.0,0.0,Pozhichalur,3.7218305542536223
